"","sigma_s","rew_multi","sigma","rho","reward"
"3192",0.6,20,1.2,2,17435.2576426544
"3193",0.6,20,1.3,2,17388.6066839334
"3194",0.6,20,1.4,2,17350.6566430946
"3195",0.6,20,1.5,2,17319.4150458293
"3196",0.6,20,1.6,2,17293.4176686806
"3197",0.6,20,1.7,2,17271.5721095205
"3198",0.6,20,1.8,2,17253.0518836828
"3199",0.6,20,1.9,2,17237.2235340099
"3200",0.6,20,2,2,17223.5956839445
"3201",1,5,0.1,0.1,21912.4947946842
"3202",1,5,0.2,0.1,20871.2355221478
"3203",1,5,0.3,0.1,19793.9707473775
"3204",1,5,0.4,0.1,18655.3236092936
"3205",1,5,0.5,0.1,17522.0271249402
"3206",1,5,0.6,0.1,16506.8859584973
"3207",1,5,0.7,0.1,15663.057278217
"3208",1,5,0.8,0.1,14989.0008556742
"3209",1,5,0.9,0.1,14459.0299192228
"3210",1,5,1,0.1,14043.0769192756
"3211",1,5,1.1,0.1,13714.7323201443
"3212",1,5,1.2,0.1,13453.1156501433
"3213",1,5,1.3,0.1,13242.415464231
"3214",1,5,1.4,0.1,13070.8444205082
"3215",1,5,1.5,0.1,12929.6339098367
"3216",1,5,1.6,0.1,12812.2303367708
"3217",1,5,1.7,0.1,12713.6957802293
"3218",1,5,1.8,0.1,12630.2734810176
"3219",1,5,1.9,0.1,12559.0757999399
"3220",1,5,2,0.1,12497.8601465455
"3221",1,5,0.1,0.2,21952.8016679838
"3222",1,5,0.2,0.2,20971.8229434885
"3223",1,5,0.3,0.2,19954.4711082151
"3224",1,5,0.4,0.2,18876.5812319241
"3225",1,5,0.5,0.2,17801.5023038028
"3226",1,5,0.6,0.2,16835.812837056
"3227",1,5,0.7,0.2,16030.4016678903
"3228",1,5,0.8,0.2,15384.7647194188
"3229",1,5,0.9,0.2,14875.4261500695
"3230",1,5,1,0.2,14474.4545108511
"3231",1,5,1.1,0.2,14157.103646656
"3232",1,5,1.2,0.2,13903.680746923
"3233",1,5,1.3,0.2,13699.1941975791
"3234",1,5,1.4,0.2,13532.4179363915
"3235",1,5,1.5,0.2,13394.9694222626
"3236",1,5,1.6,0.2,13280.5635884298
"3237",1,5,1.7,0.2,13184.4519583187
"3238",1,5,1.8,0.2,13103.0134938235
"3239",1,5,1.9,0.2,13033.4593089295
"3240",1,5,2,0.2,12973.6197619061
"3241",1,5,0.1,0.3,21986.0087233752
"3242",1,5,0.2,0.3,21056.6953715564
"3243",1,5,0.3,0.3,20091.2181512814
"3244",1,5,0.4,0.3,19066.5242889936
"3245",1,5,0.5,0.3,18044.4403641566
"3246",1,5,0.6,0.3,17126.3545741521
"3247",1,5,0.7,0.3,16360.0984528802
"3248",1,5,0.8,0.3,15744.9561531901
"3249",1,5,0.9,0.3,15258.765899343
"3250",1,5,1,0.3,14875.2596150329
"3251",1,5,1.1,0.3,14571.1565683064
"3252",1,5,1.2,0.3,14327.8950753895
"3253",1,5,1.3,0.3,14131.309743324
"3254",1,5,1.4,0.3,13970.7657970284
"3255",1,5,1.5,0.3,13838.3025106323
"3256",1,5,1.6,0.3,13727.9374467676
"3257",1,5,1.7,0.3,13635.1414598631
"3258",1,5,1.8,0.3,13556.4544240861
"3259",1,5,1.9,0.3,13489.2070467114
"3260",1,5,2,0.3,13431.319732032
"3261",1,5,0.1,0.4,22012.4056152435
"3262",1,5,0.2,0.4,21126.4900529994
"3263",1,5,0.3,0.4,20204.976286301
"3264",1,5,0.4,0.4,19225.9871300358
"3265",1,5,0.5,0.4,18251.5674533933
"3266",1,5,0.6,0.4,17378.838090464
"3267",1,5,0.7,0.4,16651.8490311594
"3268",1,5,0.8,0.4,16068.5725860873
"3269",1,5,0.9,0.4,15607.3775442691
"3270",1,5,1,0.4,15243.238056082
"3271",1,5,1.1,0.4,14954.1511214828
"3272",1,5,1.2,0.4,14722.6211323346
"3273",1,5,1.3,0.4,14535.3010602551
"3274",1,5,1.4,0.4,14382.1632050893
"3275",1,5,1.5,0.4,14255.6921838647
"3276",1,5,1.6,0.4,14150.2324190253
"3277",1,5,1.7,0.4,14061.4962237488
"3278",1,5,1.8,0.4,13986.2035411652
"3279",1,5,1.9,0.4,13921.820827673
"3280",1,5,2,0.4,13866.3719846279
"3281",1,5,0.1,0.5,22032.3573134877
"3282",1,5,0.2,0.5,21182.0186166391
"3283",1,5,0.3,0.5,20296.8187872687
"3284",1,5,0.4,0.5,19356.2797858037
"3285",1,5,0.5,0.5,18424.3065193529
"3286",1,5,0.6,0.5,17594.5085919719
"3287",1,5,0.7,0.5,16906.433180084
"3288",1,5,0.8,0.5,16355.7786987319
"3289",1,5,0.9,0.5,15920.7925060814
"3290",1,5,1,0.5,15577.3420011408
"3291",1,5,1.1,0.5,15304.5394442536
"3292",1,5,1.2,0.5,15085.8909867282
"3293",1,5,1.3,0.5,14908.8511294769
"3294",1,5,1.4,0.5,14764.0036382754
"3295",1,5,1.5,0.5,14644.2911932203
"3296",1,5,1.6,0.5,14544.4000640642
"3297",1,5,1.7,0.5,14460.298596159
"3298",1,5,1.8,0.5,14388.8999090406
"3299",1,5,1.9,0.5,14327.81755874
"3300",1,5,2,0.5,14275.1885826227
"3301",1,5,0.1,0.6,22046.2883933616
"3302",1,5,0.2,0.6,21224.2284497996
"3303",1,5,0.3,0.6,20368.0653360519
"3304",1,5,0.4,0.6,19459.1040165841
"3305",1,5,0.5,0.6,18564.6642760959
"3306",1,5,0.6,0.6,17775.3838201286
"3307",1,5,0.7,0.6,17125.5441217734
"3308",1,5,0.8,0.6,16607.7435357277
"3309",1,5,0.9,0.6,16199.6004397782
"3310",1,5,1,0.6,15877.6110785938
"3311",1,5,1.1,0.6,15621.8747673318
"3312",1,5,1.2,0.6,15416.8419185107
"3313",1,5,1.3,0.6,15250.7466746674
"3314",1,5,1.4,0.6,15114.7797273693
"3315",1,5,1.5,0.6,15002.3452487538
"3316",1,5,1.6,0.6,14908.4780154566
"3317",1,5,1.7,0.6,14829.409964295
"3318",1,5,1.8,0.6,14762.2547583961
"3319",1,5,1.9,0.6,14704.7797661786
"3320",1,5,2,0.6,14655.2410697478
"3321",1,5,0.1,0.7,22054.666164371
"3322",1,5,0.2,0.7,21254.1623431523
"3323",1,5,0.3,0.7,20420.2161836286
"3324",1,5,0.4,0.7,19536.4620433717
"3325",1,5,0.5,0.7,18675.1045538372
"3326",1,5,0.6,0.7,17924.0853873549
"3327",1,5,0.7,0.7,17311.5908983907
"3328",1,5,0.8,0.7,16826.4360310639
"3329",1,5,0.9,0.7,16445.2549505423
"3330",1,5,1,0.7,16144.9972460199
"3331",1,5,1.1,0.7,15906.6585487328
"3332",1,5,1.2,0.7,15715.5857007363
"3333",1,5,1.3,0.7,15560.7679778537
"3334",1,5,1.4,0.7,15433.9914564396
"3335",1,5,1.5,0.7,15329.1173937077
"3336",1,5,1.6,0.7,15241.5284692652
"3337",1,5,1.7,0.7,15167.7215230413
"3338",1,5,1.8,0.7,15105.0129371102
"3339",1,5,1.9,0.7,15051.3263594146
"3340",1,5,2,0.7,15005.0393764614
"3341",1,5,0.1,0.8,22057.984001525
"3342",1,5,0.2,0.8,21272.919075723
"3343",1,5,0.3,0.8,20454.8877539629
"3344",1,5,0.4,0.8,19590.5650595946
"3345",1,5,0.5,0.8,18758.4178902108
"3346",1,5,0.6,0.8,18043.6615402961
"3347",1,5,0.7,0.8,17467.4880129742
"3348",1,5,0.8,0.8,17014.4032383804
"3349",1,5,0.9,0.8,16659.8563080725
"3350",1,5,1,0.8,16381.1603185079
"3351",1,5,1.1,0.8,16160.1520346092
"3352",1,5,1.2,0.8,15983.036630954
"3353",1,5,1.3,0.8,15839.5324968078
"3354",1,5,1.4,0.8,15722.0039513531
"3355",1,5,1.5,0.8,15624.7584176668
"3356",1,5,1.6,0.8,15543.5197305081
"3357",1,5,1.7,0.8,15475.0455961711
"3358",1,5,1.8,0.8,15416.8528039745
"3359",1,5,1.9,0.8,15367.0200494905
"3360",1,5,2,0.8,15324.0458569997
"3361",1,5,0.1,0.9,22056.745986365
"3362",1,5,0.2,0.9,21281.6171709977
"3363",1,5,0.3,0.9,20473.7535728432
"3364",1,5,0.4,0.9,19623.7473322086
"3365",1,5,0.5,0.9,18817.5957405936
"3366",1,5,0.6,0.9,18137.4141043658
"3367",1,5,0.7,0.9,17596.4502874034
"3368",1,5,0.8,0.9,17174.5530521975
"3369",1,5,0.9,0.9,16845.9350396015
"3370",1,5,1,0.9,16588.2588889673
"3371",1,5,1.1,0.9,16384.1770848377
"3372",1,5,1.2,0.9,16220.722847651
"3373",1,5,1.3,0.9,16088.3163090891
"3374",1,5,1.4,0.9,15979.8782802454
"3375",1,5,1.5,0.9,15890.1461069647
"3376",1,5,1.6,0.9,15815.1730045822
"3377",1,5,1.7,0.9,15751.9691181372
"3378",1,5,1.8,0.9,15698.2456321871
"3379",1,5,1.9,0.9,15652.2319927811
"3380",1,5,2,0.9,15612.5445753861
"3381",1,5,0.1,1,22051.4536159717
"3382",1,5,0.2,1,21281.363441946
"3383",1,5,0.3,1,20478.4932048786
"3384",1,5,0.4,1,19638.3900207548
"3385",1,5,0.5,1,18855.7155829755
"3386",1,5,0.6,1,18208.7397849964
"3387",1,5,0.7,1,17701.8072254931
"3388",1,5,0.8,1,17309.9584019046
"3389",1,5,0.9,1,17006.2549340788
"3390",1,5,1,1,16768.7561078855
"3391",1,5,1.1,1,16580.9263270825
"3392",1,5,1.2,1,16430.6013773409
"3393",1,5,1.3,1,16308.8740615287
"3394",1,5,1.4,1,16209.1960725277
"3395",1,5,1.5,1,16126.7141927144
"3396",1,5,1.6,1,16057.7952971034
"3397",1,5,1.7,1,15999.6901092506
"3398",1,5,1.8,1,15950.2953031735
"3399",1,5,1.9,1,15907.9843752241
"3400",1,5,2,1,15871.4864832179
"3401",1,5,0.1,1.1,22042.5949728955
"3402",1,5,0.2,1.1,21273.2272743037
"3403",1,5,0.3,1.1,20470.7506413374
"3404",1,5,0.4,1.1,19636.8571080712
"3405",1,5,0.5,1.1,18875.8409298159
"3406",1,5,0.6,1.1,18260.993005797
"3407",1,5,0.7,1.1,17786.8466646334
"3408",1,5,0.8,1.1,17423.694006257
"3409",1,5,0.9,1.1,17143.6474121116
"3410",1,5,1,1.1,16925.2531386332
"3411",1,5,1.1,1.1,16752.7963403616
"3412",1,5,1.2,1.1,16614.8914569681
"3413",1,5,1.3,1.1,16503.2727256257
"3414",1,5,1.4,1.1,16411.8939082263
"3415",1,5,1.5,1.1,16336.2874974972
"3416",1,5,1.6,1.1,16273.1153813458
"3417",1,5,1.7,1.1,16219.854484063
"3418",1,5,1.8,1.1,16174.5759468361
"3419",1,5,1.9,1.1,16135.7888566875
"3420",1,5,2,1.1,16102.3286293491
"3421",1,5,0.1,1.2,22030.6364290442
"3422",1,5,0.2,1.2,21258.2209724978
"3423",1,5,0.3,1.2,20452.1024719208
"3424",1,5,0.4,1.2,19621.4443002392
"3425",1,5,0.5,1.2,18880.9382010919
"3426",1,5,0.6,1.2,18297.3745143076
"3427",1,5,0.7,1.2,17854.6928999683
"3428",1,5,0.8,1.2,17518.7109054922
"3429",1,5,0.9,1.2,17260.8827780814
"3430",1,5,1,1.2,17060.3565681591
"3431",1,5,1.1,1.2,16902.2511742355
"3432",1,5,1.2,1.2,16775.9345290101
"3433",1,5,1.3,1.2,16673.7485976564
"3434",1,5,1.4,1.2,16590.1178576136
"3435",1,5,1.5,1.2,16520.9344876273
"3436",1,5,1.6,1.2,16463.1347567392
"3437",1,5,1.7,1.2,16414.405733537
"3438",1,5,1.8,1.2,16372.9805995563
"3439",1,5,1.9,1.2,16337.4944038354
"3440",1,5,2,1.2,16306.8813245182
"3441",1,5,0.1,1.3,22016.0167181182
"3442",1,5,0.2,1.3,21237.2859785086
"3443",1,5,0.3,1.3,20424.0353032575
"3444",1,5,0.4,1.3,19594.340557497
"3445",1,5,0.5,1.3,18873.8107840049
"3446",1,5,0.6,1.3,18320.8473792886
"3447",1,5,0.7,1.3,17908.2203435978
"3448",1,5,0.8,1.3,17597.748971409
"3449",1,5,0.9,1.3,17360.5785342672
"3450",1,5,1,1.3,17176.5806557235
"3451",1,5,1.1,1.3,17031.7181454335
"3452",1,5,1.2,1.3,16916.0840074979
"3453",1,5,1.3,1.3,16822.5917596306
"3454",1,5,1.4,1.3,16746.103408383
"3455",1,5,1.5,1.3,16682.8433750142
"3456",1,5,1.6,1.3,16630.0005365565
"3457",1,5,1.7,1.3,16585.4551103545
"3458",1,5,1.8,1.3,16547.589109942
"3459",1,5,1.9,1.3,16515.1532638612
"3460",1,5,2,1.3,16487.1724686728
"3461",1,5,0.1,1.4,21999.1430651802
"3462",1,5,0.2,1.4,21211.2844041535
"3463",1,5,0.3,1.4,20387.9312995629
"3464",1,5,0.4,1.4,19557.6010988023
"3465",1,5,0.5,1.4,18857.0494893595
"3466",1,5,0.6,1.4,18334.0798790151
"3467",1,5,0.7,1.4,17950.0005026528
"3468",1,5,0.8,1.4,17663.2839035688
"3469",1,5,0.9,1.4,17445.1411776693
"3470",1,5,1,1.4,17276.2815199329
"3471",1,5,1.1,1.4,17143.5140195178
"3472",1,5,1.2,1.4,17037.6240046884
"3473",1,5,1.3,1.4,16952.0582281818
"3474",1,5,1.4,1.4,16882.0819523314
"3475",1,5,1.5,1.4,16824.2237801803
"3476",1,5,1.6,1.4,16775.9030136017
"3477",1,5,1.7,1.4,16735.1757103348
"3478",1,5,1.8,1.4,16700.559247469
"3479",1,5,1.9,1.4,16670.9095253963
"3480",1,5,2,1.4,16645.3339174089
"3481",1,5,0.1,1.5,21980.3890001023
"3482",1,5,0.2,1.5,21180.9950956827
"3483",1,5,0.3,1.5,20345.0604085267
"3484",1,5,0.4,1.5,19513.130242633
"3485",1,5,0.5,1.5,18832.9979827349
"3486",1,5,0.6,1.5,18339.4131664758
"3487",1,5,0.7,1.5,17982.2777914595
"3488",1,5,0.8,1.5,17717.5029800961
"3489",1,5,0.9,1.5,17516.7357669526
"3490",1,5,1,1.5,17361.6182138049
"3491",1,5,1.1,1.5,17239.7974159729
"3492",1,5,1.2,1.5,17142.7137723273
"3493",1,5,1.3,1.5,17064.3074049229
"3494",1,5,1.4,1.5,17000.2122200674
"3495",1,5,1.5,1.5,16947.2330305724
"3496",1,5,1.6,1.5,16902.9975794443
"3497",1,5,1.7,1.5,16865.7206514182
"3498",1,5,1.8,1.5,16834.0416753306
"3499",1,5,1.9,1.5,16806.9113306595
"3500",1,5,2,1.5,16783.5113052593
"3501",1,5,0.1,1.6,21960.0934840597
"3502",1,5,0.2,1.6,21147.1133583421
"3503",1,5,0.3,1.6,20296.5777569715
"3504",1,5,0.4,1.6,19462.6722318644
"3505",1,5,0.5,1.6,18803.7315157556
"3506",1,5,0.6,1.6,18338.8504669641
"3507",1,5,0.7,1.6,18006.9684364598
"3508",1,5,0.8,1.6,17762.3029083571
"3509",1,5,0.9,1.6,17577.2767957279
"3510",1,5,1,1.6,17434.5348433057
"3511",1,5,1.1,1.6,17322.5423151459
"3512",1,5,1.2,1.6,17233.3534380826
"3513",1,5,1.3,1.6,17161.3610485607
"3514",1,5,1.4,1.6,17102.5334518198
"3515",1,5,1.5,1.6,17053.9243806702
"3516",1,5,1.6,1.6,17013.348719494
"3517",1,5,1.7,1.6,16979.1634533591
"3518",1,5,1.8,1.6,16950.1172239421
"3519",1,5,1.9,1.6,16925.2454677133
"3520",1,5,2,1.6,16903.7963120161
"3521",1,5,0.1,1.7,21938.5610204105
"3522",1,5,0.2,1.7,21110.2534768406
"3523",1,5,0.3,1.7,20243.5247992815
"3524",1,5,0.4,1.7,19407.8081653494
"3525",1,5,0.5,1.7,18771.0472700598
"3526",1,5,0.6,1.7,18334.0638720459
"3527",1,5,0.7,1.7,18025.6763672245
"3528",1,5,0.8,1.7,17799.3032196177
"3529",1,5,0.9,1.7,17628.4341546065
"3530",1,5,1,1.7,17496.758047404
"3531",1,5,1.1,1.7,17393.5275189277
"3532",1,5,1.2,1.7,17311.3663697031
"3533",1,5,1.3,1.7,17245.0795218267
"3534",1,5,1.4,1.7,17190.9364225825
"3535",1,5,1.5,1.7,17146.2135891613
"3536",1,5,1.6,1.7,17108.8927950281
"3537",1,5,1.7,1.7,17077.4575699833
"3538",1,5,1.8,1.7,17050.753627802
"3539",1,5,1.9,1.7,17027.8916908589
"3540",1,5,2,1.7,17008.1788836256
"3541",1,5,0.1,1.8,21916.0624796779
"3542",1,5,0.2,1.8,21070.95324058
"3543",1,5,0.3,1.8,20186.8330169571
"3544",1,5,0.4,1.8,19349.9572655766
"3545",1,5,0.5,1.8,18736.4647170901
"3546",1,5,0.6,1.8,18326.4144971513
"3547",1,5,0.7,1.8,18039.7203143169
"3548",1,5,0.8,1.8,17829.8694217056
"3549",1,5,0.9,1.8,17671.6488073533
"3550",1,5,1,1.8,17549.8048813348
"3551",1,5,1.1,1.8,17454.3374521185
"3552",1,5,1.2,1.8,17378.3938333405
"3553",1,5,1.3,1.8,17317.1512093416
"3554",1,5,1.4,1.8,17267.1484103192
"3555",1,5,1.5,1.8,17225.8601061808
"3556",1,5,1.6,1.8,17191.4160070531
"3557",1,5,1.7,1.8,17162.4115925755
"3558",1,5,1.8,1.8,17137.7783528409
"3559",1,5,1.9,1.8,17116.6934921114
"3560",1,5,2,1.8,17098.516215533
"3561",1,5,0.1,1.9,21892.8364248113
"3562",1,5,0.2,1.9,21029.6797890234
"3563",1,5,0.3,1.9,20127.3292436572
"3564",1,5,0.4,1.9,19290.3809159799
"3565",1,5,0.5,1.9,18701.2344852497
"3566",1,5,0.6,1.9,18316.981821869
"3567",1,5,0.7,1.9,18050.1671236107
"3568",1,5,0.8,1.9,17855.1412359855
"3569",1,5,0.9,1.9,17708.1539083532
"3570",1,5,1,1.9,17594.9971093055
"3571",1,5,1.1,1.9,17506.3704877766
"3572",1,5,1.2,1.9,17435.8982447714
"3573",1,5,1.3,1.9,17379.0914858965
"3574",1,5,1.4,1.9,17332.7285477775
"3575",1,5,1.5,1.9,17294.4593605087
"3576",1,5,1.6,1.9,17262.5440736961
"3577",1,5,1.7,1.9,17235.676692602
"3578",1,5,1.8,1.9,17212.8641149391
"3579",1,5,1.9,1.9,17193.3419536508
"3580",1,5,2,1.9,17176.5151548173
"3581",1,5,0.1,2,21869.0907676214
"3582",1,5,0.2,2,20986.8362106442
"3583",1,5,0.3,2,20065.7419775464
"3584",1,5,0.4,2,19230.1881842916
"3585",1,5,0.5,2,18666.3542564135
"3586",1,5,0.6,2,18306.5983747507
"3587",1,5,0.7,2,18057.8673226055
"3588",1,5,0.8,2,17876.0624399121
"3589",1,5,0.9,2,17738.9982087022
"3590",1,5,1,2,17633.4788981424
"3591",1,5,1.1,2,17550.8518299899
"3592",1,5,1.2,2,17485.1720416968
"3593",1,5,1.3,2,17432.248239546
"3594",1,5,1.4,2,17389.0705334843
"3595",1,5,1.5,2,17353.4430942545
"3596",1,5,1.6,2,17323.7405436102
"3597",1,5,1.7,2,17298.7432047671
"3598",1,5,1.8,2,17277.5239725633
"3599",1,5,1.9,2,17259.3695491836
"3600",1,5,2,2,17243.7248766207
"3601",1,10,0.1,0.1,21912.4947946842
"3602",1,10,0.2,0.1,20871.2355221478
"3603",1,10,0.3,0.1,19793.9707473775
"3604",1,10,0.4,0.1,18655.3236092936
"3605",1,10,0.5,0.1,17522.0271249402
"3606",1,10,0.6,0.1,16506.8859584973
"3607",1,10,0.7,0.1,15663.057278217
"3608",1,10,0.8,0.1,14989.0008556742
"3609",1,10,0.9,0.1,14459.0299192228
"3610",1,10,1,0.1,14043.0769192756
"3611",1,10,1.1,0.1,13714.7323201443
"3612",1,10,1.2,0.1,13453.1156501433
"3613",1,10,1.3,0.1,13242.415464231
"3614",1,10,1.4,0.1,13070.8444205082
"3615",1,10,1.5,0.1,12929.6339098367
"3616",1,10,1.6,0.1,12812.2303367708
"3617",1,10,1.7,0.1,12713.6957802293
"3618",1,10,1.8,0.1,12630.2734810176
"3619",1,10,1.9,0.1,12559.0757999399
"3620",1,10,2,0.1,12497.8601465455
"3621",1,10,0.1,0.2,21952.8016679838
"3622",1,10,0.2,0.2,20971.8229434885
"3623",1,10,0.3,0.2,19954.4711082151
"3624",1,10,0.4,0.2,18876.5812319241
"3625",1,10,0.5,0.2,17801.5023038028
"3626",1,10,0.6,0.2,16835.812837056
"3627",1,10,0.7,0.2,16030.4016678903
"3628",1,10,0.8,0.2,15384.7647194188
"3629",1,10,0.9,0.2,14875.4261500695
"3630",1,10,1,0.2,14474.4545108511
"3631",1,10,1.1,0.2,14157.103646656
"3632",1,10,1.2,0.2,13903.680746923
"3633",1,10,1.3,0.2,13699.1941975791
"3634",1,10,1.4,0.2,13532.4179363915
"3635",1,10,1.5,0.2,13394.9694222626
"3636",1,10,1.6,0.2,13280.5635884298
"3637",1,10,1.7,0.2,13184.4519583187
"3638",1,10,1.8,0.2,13103.0134938235
"3639",1,10,1.9,0.2,13033.4593089295
"3640",1,10,2,0.2,12973.6197619061
"3641",1,10,0.1,0.3,21986.0087233752
"3642",1,10,0.2,0.3,21056.6953715564
"3643",1,10,0.3,0.3,20091.2181512814
"3644",1,10,0.4,0.3,19066.5242889936
"3645",1,10,0.5,0.3,18044.4403641566
"3646",1,10,0.6,0.3,17126.3545741521
"3647",1,10,0.7,0.3,16360.0984528802
"3648",1,10,0.8,0.3,15744.9561531901
"3649",1,10,0.9,0.3,15258.765899343
"3650",1,10,1,0.3,14875.2596150329
"3651",1,10,1.1,0.3,14571.1565683064
"3652",1,10,1.2,0.3,14327.8950753895
"3653",1,10,1.3,0.3,14131.309743324
"3654",1,10,1.4,0.3,13970.7657970284
"3655",1,10,1.5,0.3,13838.3025106323
"3656",1,10,1.6,0.3,13727.9374467676
"3657",1,10,1.7,0.3,13635.1414598631
"3658",1,10,1.8,0.3,13556.4544240861
"3659",1,10,1.9,0.3,13489.2070467114
"3660",1,10,2,0.3,13431.319732032
"3661",1,10,0.1,0.4,22012.4056152435
"3662",1,10,0.2,0.4,21126.4900529994
"3663",1,10,0.3,0.4,20204.976286301
"3664",1,10,0.4,0.4,19225.9871300358
"3665",1,10,0.5,0.4,18251.5674533933
"3666",1,10,0.6,0.4,17378.838090464
"3667",1,10,0.7,0.4,16651.8490311594
"3668",1,10,0.8,0.4,16068.5725860873
"3669",1,10,0.9,0.4,15607.3775442691
"3670",1,10,1,0.4,15243.238056082
"3671",1,10,1.1,0.4,14954.1511214828
"3672",1,10,1.2,0.4,14722.6211323346
"3673",1,10,1.3,0.4,14535.3010602551
"3674",1,10,1.4,0.4,14382.1632050893
"3675",1,10,1.5,0.4,14255.6921838647
"3676",1,10,1.6,0.4,14150.2324190253
"3677",1,10,1.7,0.4,14061.4962237488
"3678",1,10,1.8,0.4,13986.2035411652
"3679",1,10,1.9,0.4,13921.820827673
"3680",1,10,2,0.4,13866.3719846279
"3681",1,10,0.1,0.5,22032.3573134877
"3682",1,10,0.2,0.5,21182.0186166391
"3683",1,10,0.3,0.5,20296.8187872687
"3684",1,10,0.4,0.5,19356.2797858037
"3685",1,10,0.5,0.5,18424.3065193529
"3686",1,10,0.6,0.5,17594.5085919719
"3687",1,10,0.7,0.5,16906.433180084
"3688",1,10,0.8,0.5,16355.7786987319
"3689",1,10,0.9,0.5,15920.7925060814
"3690",1,10,1,0.5,15577.3420011408
"3691",1,10,1.1,0.5,15304.5394442536
"3692",1,10,1.2,0.5,15085.8909867282
"3693",1,10,1.3,0.5,14908.8511294769
"3694",1,10,1.4,0.5,14764.0036382754
"3695",1,10,1.5,0.5,14644.2911932203
"3696",1,10,1.6,0.5,14544.4000640642
"3697",1,10,1.7,0.5,14460.298596159
"3698",1,10,1.8,0.5,14388.8999090406
"3699",1,10,1.9,0.5,14327.81755874
"3700",1,10,2,0.5,14275.1885826227
"3701",1,10,0.1,0.6,22046.2883933616
"3702",1,10,0.2,0.6,21224.2284497996
"3703",1,10,0.3,0.6,20368.0653360519
"3704",1,10,0.4,0.6,19459.1040165841
"3705",1,10,0.5,0.6,18564.6642760959
"3706",1,10,0.6,0.6,17775.3838201286
"3707",1,10,0.7,0.6,17125.5441217734
"3708",1,10,0.8,0.6,16607.7435357277
"3709",1,10,0.9,0.6,16199.6004397782
"3710",1,10,1,0.6,15877.6110785938
"3711",1,10,1.1,0.6,15621.8747673318
"3712",1,10,1.2,0.6,15416.8419185107
"3713",1,10,1.3,0.6,15250.7466746674
"3714",1,10,1.4,0.6,15114.7797273693
"3715",1,10,1.5,0.6,15002.3452487538
"3716",1,10,1.6,0.6,14908.4780154566
"3717",1,10,1.7,0.6,14829.409964295
"3718",1,10,1.8,0.6,14762.2547583961
"3719",1,10,1.9,0.6,14704.7797661786
"3720",1,10,2,0.6,14655.2410697478
"3721",1,10,0.1,0.7,22054.666164371
"3722",1,10,0.2,0.7,21254.1623431523
"3723",1,10,0.3,0.7,20420.2161836286
"3724",1,10,0.4,0.7,19536.4620433717
"3725",1,10,0.5,0.7,18675.1045538372
"3726",1,10,0.6,0.7,17924.0853873549
"3727",1,10,0.7,0.7,17311.5908983907
"3728",1,10,0.8,0.7,16826.4360310639
"3729",1,10,0.9,0.7,16445.2549505423
"3730",1,10,1,0.7,16144.9972460199
"3731",1,10,1.1,0.7,15906.6585487328
"3732",1,10,1.2,0.7,15715.5857007363
"3733",1,10,1.3,0.7,15560.7679778537
"3734",1,10,1.4,0.7,15433.9914564396
"3735",1,10,1.5,0.7,15329.1173937077
"3736",1,10,1.6,0.7,15241.5284692652
"3737",1,10,1.7,0.7,15167.7215230413
"3738",1,10,1.8,0.7,15105.0129371102
"3739",1,10,1.9,0.7,15051.3263594146
"3740",1,10,2,0.7,15005.0393764614
"3741",1,10,0.1,0.8,22057.984001525
"3742",1,10,0.2,0.8,21272.919075723
"3743",1,10,0.3,0.8,20454.8877539629
"3744",1,10,0.4,0.8,19590.5650595946
"3745",1,10,0.5,0.8,18758.4178902108
"3746",1,10,0.6,0.8,18043.6615402961
"3747",1,10,0.7,0.8,17467.4880129742
"3748",1,10,0.8,0.8,17014.4032383804
"3749",1,10,0.9,0.8,16659.8563080725
"3750",1,10,1,0.8,16381.1603185079
"3751",1,10,1.1,0.8,16160.1520346092
"3752",1,10,1.2,0.8,15983.036630954
"3753",1,10,1.3,0.8,15839.5324968078
"3754",1,10,1.4,0.8,15722.0039513531
"3755",1,10,1.5,0.8,15624.7584176668
"3756",1,10,1.6,0.8,15543.5197305081
"3757",1,10,1.7,0.8,15475.0455961711
"3758",1,10,1.8,0.8,15416.8528039745
"3759",1,10,1.9,0.8,15367.0200494905
"3760",1,10,2,0.8,15324.0458569997
"3761",1,10,0.1,0.9,22056.745986365
"3762",1,10,0.2,0.9,21281.6171709977
"3763",1,10,0.3,0.9,20473.7535728432
"3764",1,10,0.4,0.9,19623.7473322086
"3765",1,10,0.5,0.9,18817.5957405936
"3766",1,10,0.6,0.9,18137.4141043658
"3767",1,10,0.7,0.9,17596.4502874034
"3768",1,10,0.8,0.9,17174.5530521975
"3769",1,10,0.9,0.9,16845.9350396015
"3770",1,10,1,0.9,16588.2588889673
"3771",1,10,1.1,0.9,16384.1770848377
"3772",1,10,1.2,0.9,16220.722847651
"3773",1,10,1.3,0.9,16088.3163090891
"3774",1,10,1.4,0.9,15979.8782802454
"3775",1,10,1.5,0.9,15890.1461069647
"3776",1,10,1.6,0.9,15815.1730045822
"3777",1,10,1.7,0.9,15751.9691181372
"3778",1,10,1.8,0.9,15698.2456321871
"3779",1,10,1.9,0.9,15652.2319927811
"3780",1,10,2,0.9,15612.5445753861
"3781",1,10,0.1,1,22051.4536159717
"3782",1,10,0.2,1,21281.363441946
"3783",1,10,0.3,1,20478.4932048786
"3784",1,10,0.4,1,19638.3900207548
